Nicky,Edgar,TRUE,TRUE,TRUE,Porirua,63,61925
Chor,Thompson-Chhoung,TRUE,TRUE,FALSE,Tamahere,38,76404
Glynis,Renata,TRUE,TRUE,TRUE,Auckland,27,29477
Millie,Porter,TRUE,TRUE,FALSE,Wellington,48,83603
Lynne,Greer,TRUE,FALSE,TRUE,Ocean View,59,7690
Catherine,Newland,TRUE,TRUE,TRUE,Okauia,17,68946
Wendy,Bell,TRUE,TRUE,FALSE,Hamilton,65,94307
Nils,Macfarlane,TRUE,TRUE,FALSE,Timaru,63,17000
Carolyn,Hyland,TRUE,FALSE,FALSE,Taihape,38,44977
Mark,Long,TRUE,TRUE,FALSE,Palmerston North,47,69586
Niutaulatolu,Taulauatama-Niuia,TRUE,FALSE,FALSE,Auckland,53,96779
Julie,O'Leary,TRUE,FALSE,FALSE,Whanganui,42,14612
Anne,Withington,TRUE,TRUE,TRUE,Queenstown,50,21332
Bright,Park,TRUE,TRUE,FALSE,Auckland,56,30369
Mahinaarangi,Wehipeihana,TRUE,FALSE,TRUE,Wellington,50,95815
Stacey,Stevenson,TRUE,FALSE,FALSE,Omakau,30,14063
Christopher,McDermott,TRUE,TRUE,FALSE,Christchurch,29,30053
Louise,Morris,TRUE,FALSE,FALSE,Hastings,30,1937
Nigel,Boland,TRUE,FALSE,FALSE,Whangarei,32,90134
Peter,Harvey,TRUE,FALSE,FALSE,Paekakariki,32,70077
Angela,Taylor,TRUE,TRUE,FALSE,Dunedin,52,39033
Erin,Todd,TRUE,TRUE,TRUE,Wellington,67,18333
Jacque,Biggs,TRUE,TRUE,FALSE,Kaukapakapa,15,80884
Katie,Hansen,TRUE,TRUE,FALSE,Tamahere,60,3895
Kirsty,Salisbury,TRUE,TRUE,TRUE,Auckland,69,89181
Mark,Baker,TRUE,FALSE,FALSE,Auckland,2,47207
Nick,Blundell,TRUE,TRUE,FALSE,Auckland,56,136
Richard,Gibson,TRUE,TRUE,FALSE,Porirua,57,79078
Sandra,Muller,TRUE,TRUE,FALSE,Hamilton,13,24160
Ian,McInnes,TRUE,TRUE,TRUE,Auckland,1,33511
Andrew,Harries,TRUE,FALSE,FALSE,Hamilton,36,2091
Bruce,Kilmister,TRUE,TRUE,TRUE,Auckland,16,62967
Bette,Blance,TRUE,TRUE,FALSE,Morrinsville,20,64254
Daniel,Boswell,TRUE,FALSE,FALSE,Tauranga,19,50380
Pani,Hauraki,TRUE,FALSE,FALSE,Kohukohu,17,28200
Jeff,Burrow,TRUE,FALSE,FALSE,Waitati,53,86657
Vicki Lee,Corke,TRUE,TRUE,FALSE,Greytown,36,64655
Zoe,Lawton,TRUE,TRUE,FALSE,Auckland,41,7564
Deborah,Stewart,TRUE,FALSE,FALSE,Wellington,13,30767
Anna,Bishop,TRUE,TRUE,FALSE,Oamaru,14,89857
Peter,Moore,TRUE,TRUE,FALSE,Cambridge,44,69277
Yvonne,Pickford,TRUE,TRUE,FALSE,Bluff,51,30203
Kesh,Gilmour,TRUE,TRUE,TRUE,Wellington,22,9445
Stephanie,Goatley,TRUE,TRUE,FALSE,Waipahi,31,114
Fotofili,Namoa,TRUE,FALSE,FALSE,Auckland,28,30717
Shane,Hammond,TRUE,FALSE,FALSE,Auckland,44,93318
Frances,Christie,TRUE,TRUE,TRUE,Te Pahu,22,37633
Amanda,Bain,TRUE,FALSE,FALSE,Christchurch,37,82473
Marie,Dwyer,TRUE,TRUE,FALSE,Alton,17,14823
Oiagatai,Tuivanu,TRUE,FALSE,FALSE,Auckland,10,41831
Anna,Owen,TRUE,FALSE,FALSE,Auckland,8,93059
Wally,Behan,TRUE,FALSE,FALSE,Christchurch,31,51751
Alice,Nyaga,TRUE,FALSE,FALSE,Whanganui,14,42284
Peter,Mareikura,TRUE,TRUE,FALSE,Hastings,69,63846
Sophie,Wright,TRUE,TRUE,FALSE,Napier,12,87555
Steffan,Kraberger,TRUE,FALSE,FALSE,Christchurch,29,81833
Gerald,Turnbull,TRUE,TRUE,FALSE,Warkworth,44,95063
Sela,Pomelile,TRUE,FALSE,FALSE,Auckland,62,5171
Phil,Tali,TRUE,FALSE,FALSE,Auckland,50,46694
Maggie,Gardyne,TRUE,TRUE,TRUE,Auckland,61,36346
Helen,Squire,TRUE,TRUE,FALSE,Wellington,62,18876
Cathryn,O'Donnell,TRUE,FALSE,FALSE,Auckland,0,74175
Benedict (Ben),D'Souza,TRUE,FALSE,FALSE,Auckland,32,12939
Don,Manning,TRUE,TRUE,FALSE,Lower Hutt,29,61035
Nicky,Watson,TRUE,FALSE,FALSE,Greendale,34,13770
Catherine,Hoekendijk,TRUE,FALSE,FALSE,Christchurch,66,70921
Paula,Hulburt,TRUE,TRUE,FALSE,Blenheim,40,2640
Trishee,Janssen,TRUE,FALSE,FALSE,Auckland,4,49572
Yaakov,Brown,TRUE,FALSE,FALSE,Auckland,33,45548
Liv,Thomson,TRUE,FALSE,FALSE,Wellington,12,73456
David,Stares,TRUE,FALSE,FALSE,Masterton,13,60920
Fale,Leilua,TRUE,FALSE,FALSE,Auckland,62,22118
Matt,Hagen,TRUE,FALSE,FALSE,Whangaparaoa,65,92696
Dominic,Chilvers,TRUE,FALSE,FALSE,Rangiora,13,48587
Bex,Savage,TRUE,TRUE,FALSE,Rolleston,51,65206
Ralph,Brown,TRUE,TRUE,FALSE,Greendale,58,39991
Elyse,Middleton,TRUE,TRUE,FALSE,Christchurch,9,29761
Rodney,Fox,TRUE,FALSE,FALSE,Westport,28,37063
James,de Costobadie,TRUE,FALSE,FALSE,Christchurch,67,43797
Rosalie,Harvey,TRUE,TRUE,FALSE,Palmerston North,12,70839
Kelly,Johnson,TRUE,TRUE,TRUE,Whangarei,20,1014
Steven,Christodoulou,TRUE,FALSE,FALSE,New Plymouth,18,82937
Vitale,Isaako,TRUE,FALSE,FALSE,Auckland,35,34248
Marilyn,Scott,TRUE,TRUE,FALSE,Hastings,31,8609
Jill,Ridden,TRUE,TRUE,TRUE,Invercargill,68,50635
Nathan,MCGOWAN,TRUE,FALSE,FALSE,Christchurch,1,82482
Bruce,De Haas,TRUE,FALSE,FALSE,Masterton,39,30208
Paul,Geoghegan,TRUE,TRUE,FALSE,Tauranga,56,47437
David,Abrahams,TRUE,FALSE,FALSE,Rotorua,27,36873
Nathan,Shaw,TRUE,FALSE,FALSE,Mosgiel,59,83881
David,Bliley,TRUE,FALSE,FALSE,Auckland,22,85527
Tim,Capill,TRUE,FALSE,FALSE,Christchurch,48,89749
James,Harper,TRUE,TRUE,FALSE,Auckland,66,83129
Jessey,Tumohe,TRUE,TRUE,FALSE,Papakura,1,76386
Judy,Waapu,TRUE,TRUE,FALSE,Havelock North,68,98601
Wharehoka,Wano,TRUE,TRUE,FALSE,New Plymouth,10,25420
Victoria,Higham,TRUE,FALSE,FALSE,Beaconsfield,42,13808
Sonia,Wilcox,TRUE,FALSE,FALSE,Patumahoe,35,46708
Beverley,Barraclough,TRUE,FALSE,FALSE,Invercargill,3,12073
Kiri,Hauraki,TRUE,FALSE,FALSE,Whangarei,27,30615
Johann Hinrich,Kraenzlin,TRUE,FALSE,FALSE,Okauia,31,29530
John,Lockley,TRUE,FALSE,FALSE,Hamilton,57,11625
Logan,Simpson,TRUE,FALSE,FALSE,Auckland,26,86799
Michelle,Mollard,TRUE,FALSE,FALSE,Palmerston North,31,15248
Tracey,Barnett,TRUE,TRUE,FALSE,Auckland,0,32375
Dawn,Maley,TRUE,TRUE,TRUE,Woodend,58,98906
Glenn,Duthie,TRUE,FALSE,FALSE,Hamilton,41,37055
Scott,McCallum,TRUE,TRUE,FALSE,Auckland,41,70587
Jan,Neill,TRUE,TRUE,TRUE,Kaukapakapa,36,4133
Gill,Loughnan,TRUE,TRUE,FALSE,Wanaka,8,39062
Camille,Sissons,TRUE,FALSE,FALSE,Auckland,65,60514
Suz,Cruse,TRUE,TRUE,FALSE,Christchurch,2,71255
James,Tripe,TRUE,FALSE,FALSE,Fordell,35,29796
Mike,Fleete,TRUE,TRUE,FALSE,Christchurch,60,63189
Nolan,Hill,TRUE,TRUE,FALSE,Dunedin,10,11489
James,McFarland,TRUE,FALSE,FALSE,Whangarei,37,50470
Susan,Weekes,TRUE,TRUE,FALSE,Porirua,43,24771
Teresa,Heap,TRUE,TRUE,FALSE,Timaru,12,40520
Brian,Stephens,TRUE,TRUE,FALSE,Geraldine,59,69518
Stu,Cooper,TRUE,FALSE,FALSE,Kumeu,30,40248
Brendan,Harris,TRUE,TRUE,FALSE,Porirua,21,58331
Erin,Tate,TRUE,TRUE,FALSE,New Plymouth,51,63145
James,Lucic,TRUE,TRUE,FALSE,Wellington,47,12409
Kamila,Hesketh,TRUE,FALSE,FALSE,Gibbston,63,9443
Maureen,Shaddick,TRUE,TRUE,FALSE,Papakura,45,68600
Jackie,Young,TRUE,TRUE,FALSE,Porirua,25,76251
Ali,Taylor,TRUE,TRUE,FALSE,Waipu,52,89360
Anaru,Moa,TRUE,TRUE,FALSE,Hihi,48,32776
Nikita,Day,TRUE,TRUE,TRUE,Christchurch,26,52523
Roz,Lafrentz,TRUE,TRUE,TRUE,Carterton,15,9789
Kieran,Waelen,TRUE,FALSE,FALSE,Auckland,50,5197
Tuaine,Inakura,TRUE,TRUE,FALSE,Auckland,69,21012
Elisabeth,Baker,TRUE,TRUE,FALSE,Christchurch,26,31866
Alanna,Barkle,TRUE,FALSE,FALSE,Norsewood,66,50868
Virinder,Aggarwal,TRUE,FALSE,FALSE,Auckland,26,7471
Caitlin,Marett,TRUE,TRUE,FALSE,Christchurch,5,47908
Dianne,Smith,TRUE,TRUE,FALSE,Kairaki,46,13568
Greg,Bundle,TRUE,FALSE,TRUE,Katikati,4,18738
Maddy,Lloyd,TRUE,TRUE,FALSE,Christchurch,44,96359
Trieste,Te Awe Awe,TRUE,FALSE,FALSE,Rangiotu,23,26533
Tony,Smith,TRUE,TRUE,FALSE,Pukekohe,21,27787
Mark,Ball,TRUE,TRUE,FALSE,Pukekohe,32,97880
Elizabeth,Collins,TRUE,TRUE,TRUE,Auckland,55,32182
Lynne,James,TRUE,TRUE,FALSE,Rangiora,47,62999
Sharon,McFarlane,TRUE,TRUE,FALSE,Christchurch,43,98762
Joanne,Parker,TRUE,TRUE,FALSE,Otorohanga,17,2599
Kiri,Turketo,TRUE,TRUE,FALSE,Auckland,25,34558
Laura,Marwick,TRUE,TRUE,FALSE,Wellington,59,62808
Margaret,Joseph,TRUE,TRUE,TRUE,Woodside,53,88804
Faletagoa'i,Auva'a,TRUE,FALSE,FALSE,Auckland,18,74667
Sione,Taukolo,TRUE,FALSE,FALSE,Auckland,24,60296
Brian,Turner,TRUE,FALSE,FALSE,Waikuku Beach,39,2571
Kath,Blair,TRUE,TRUE,TRUE,Wellington,35,73693
Graeme,Burnard,TRUE,FALSE,FALSE,Gladstone,3,37465
Diane,Moncrieff,TRUE,TRUE,FALSE,Lower Hutt,9,60089
George,Vodanovich,TRUE,TRUE,FALSE,Auckland,1,20981
Jane,Hickman,TRUE,FALSE,FALSE,Paraparaumu,23,85188
Sue,Brewster,TRUE,TRUE,FALSE,Auckland,38,57297
Kaumavae,Minoneti,TRUE,FALSE,FALSE,Gisborne,43,34657
Sosaia,Havili,TRUE,FALSE,FALSE,Auckland,15,42684
Merrilyn,Withers,TRUE,FALSE,FALSE,Lower Hutt,9,67340
Samuel,Cutforth,TRUE,FALSE,FALSE,Auckland,5,84837
Hannah,Nelson-Cummins,TRUE,TRUE,FALSE,Rarangi,42,3326
Pennie,Otto,TRUE,FALSE,FALSE,Auckland,23,39760
Derrick,Woods,TRUE,FALSE,FALSE,Bunnythorpe,56,6692
Liza,Maciulaitis,TRUE,FALSE,FALSE,Whakamarama,20,78877
Kath,Bee,TRUE,TRUE,FALSE,Nelson,31,98880
Sesipa,Mausia,TRUE,FALSE,FALSE,Auckland,41,84486
Joshua,Van de Worp,TRUE,FALSE,FALSE,Paerata,22,80574
Steven,Goulstone,TRUE,FALSE,FALSE,Wellington,50,1895
Julie,Batstone,TRUE,TRUE,TRUE,Christchurch,69,22187
Steven,Sue,TRUE,TRUE,FALSE,Wellington,7,85411
Celia,Mata'eliga,TRUE,FALSE,FALSE,Porirua,40,88093
Suzanne,Panter,TRUE,TRUE,TRUE,Paraparaumu,25,74339
Colin,Moore,TRUE,FALSE,FALSE,Opotiki,23,68493
Jessie,Eyre,TRUE,TRUE,FALSE,Auckland,1,56882
Diana,Wilson,TRUE,FALSE,FALSE,Wellington,9,46567
Graeme,Mead,TRUE,TRUE,FALSE,Hamilton,30,70548
Darcie,Price,TRUE,FALSE,TRUE,Whangarei,6,27071
Ross,Andrews,TRUE,FALSE,FALSE,Gore,38,95714
Mervyn,Hanifin,TRUE,FALSE,FALSE,Mosgiel,63,27195
Peter,Boyd,TRUE,FALSE,FALSE,Auckland,61,96966
Andrew,Young,TRUE,FALSE,FALSE,Auckland,6,7274
Jarrod,Angove,TRUE,FALSE,FALSE,Auckland,69,89860
Kieran,Foote,TRUE,FALSE,FALSE,Christchurch,37,63364
Rebecca,Algie,TRUE,TRUE,FALSE,Ballance,2,73496
Brian,Paki,TRUE,FALSE,FALSE,Auckland,28,21200
Brendon,Hastie,TRUE,FALSE,FALSE,Porirua,16,40362
Ruth,Evans,TRUE,TRUE,FALSE,Amberley,8,10053
John,van Rij,TRUE,FALSE,FALSE,Christchurch,17,62052
Marg,Palmer,TRUE,TRUE,TRUE,Nelson,31,74944
David,Hercus,TRUE,FALSE,FALSE,South Dunedin,3,79522
David,Orange,TRUE,FALSE,FALSE,Lower Hutt,63,29209
Arnolfo,Sangil,TRUE,FALSE,FALSE,Auckland,66,55037
Laurel,Amon,TRUE,FALSE,FALSE,Te Aroha,61,57489
Jenny,Magee,TRUE,TRUE,FALSE,Hamilton,38,6149
David,Wells,TRUE,FALSE,FALSE,Ngaruawahia,51,1547
Graham,Conlon,TRUE,FALSE,FALSE,Feilding,21,29399
Raewyn,Chapman,TRUE,TRUE,FALSE,Auckland,15,8582
Kayla,Saunders,TRUE,FALSE,FALSE,Motueka,10,15328
Mahara,Gilsenan,TRUE,TRUE,FALSE,Blenheim,32,27766
Bernadette,Buckley,TRUE,TRUE,TRUE,Wellington,69,20559
Tony,Smith,TRUE,FALSE,FALSE,New Plymouth,46,17636
Roy,Hoerara,TRUE,TRUE,FALSE,Wellington,21,76295
Jeremy,Wilson,TRUE,TRUE,FALSE,Auckland,48,76383
Zoe,Batt,TRUE,FALSE,FALSE,Invercargill,28,1870
Alexa,Shaw,TRUE,TRUE,FALSE,Otaki,54,85563
Rita,Dixon,TRUE,TRUE,TRUE,Waitarere Beach,7,90373
Fogavai,Savili,TRUE,FALSE,FALSE,Auckland,17,63025
MILAIOTI,VEIKOSO,TRUE,FALSE,FALSE,Auckland,65,23262
Jenny,Kendrick,TRUE,TRUE,FALSE,Careys Bay,32,6789
Rae,Baker,TRUE,FALSE,FALSE,Queenstown,38,9483
Rachel,Woodworth,TRUE,TRUE,FALSE,Auckland,13,48647
Kovo,MacDonald,TRUE,TRUE,FALSE,Taupiri,68,88490
Ian,Reid,TRUE,FALSE,FALSE,Turitea,67,44243
Erin,Fleming,TRUE,FALSE,TRUE,Paerata,65,83369
Emma,Hinton,TRUE,TRUE,FALSE,Auckland,39,90365
Stephanie,Evans,TRUE,TRUE,TRUE,View Hill,51,3035
Wayne,Fellingham,TRUE,FALSE,TRUE,Hamilton,39,66785
Andrew,Beales-White,TRUE,FALSE,FALSE,Pukekohe,14,41900
James,Bennett,TRUE,TRUE,FALSE,Auckland,45,82733
julia,Cole,TRUE,TRUE,FALSE,Hastings,5,42725
Oliver,Loschy,TRUE,TRUE,FALSE,Papakura,41,44879
Graeme,Chamberlain,TRUE,FALSE,FALSE,Auckland,13,7728
Shontae Barrow,Barrow,TRUE,TRUE,FALSE,Waiuku,38,2186
Cara,Hickey,TRUE,FALSE,FALSE,Wellington,67,15238
Paul,O'Dea,TRUE,TRUE,FALSE,Hikurangi,60,98684
David,Smith,TRUE,TRUE,FALSE,Auckland,31,38406
Judi,McGreevy,TRUE,FALSE,FALSE,Taupo,4,49608
Sue,Evans,TRUE,FALSE,FALSE,Wanaka,22,62344
Grace,Chamberlain,TRUE,FALSE,FALSE,Auckland,21,91833
Daniel,Wright,TRUE,TRUE,FALSE,Tamahere,26,95991
Putiputi,Thompson,TRUE,FALSE,FALSE,Blenheim,58,25587
Vicky,Ellison,TRUE,TRUE,TRUE,Porirua,56,34262
Pooja,Singh,TRUE,FALSE,FALSE,Auckland,5,59669
Ian,Gilbertson,TRUE,TRUE,FALSE,Hokitika,12,51781
Darren,Brown,TRUE,FALSE,FALSE,Rotorua,8,74446
Gaye,Edwards,TRUE,FALSE,TRUE,Rangiora,37,37321
Anne,Preston,TRUE,FALSE,FALSE,Christchurch,63,65251
Ashleigh,Carlyle,TRUE,TRUE,TRUE,Wellington,17,83985
Jill,Williams,TRUE,FALSE,TRUE,Auckland,26,53186
Glynnis,Brook,TRUE,FALSE,FALSE,West Melton,68,37892
Alison,Beaumont,TRUE,FALSE,FALSE,Queenstown,39,20668
Jeremy,Raikes,TRUE,FALSE,FALSE,Rangiora,31,25097
David,Ahn,TRUE,FALSE,FALSE,Auckland,52,19402
Steve,Shaw,TRUE,TRUE,FALSE,Napier,52,95749
Margaret,Harrison,TRUE,TRUE,FALSE,Kennedy Bay,50,50005
Robert,Cameron-Saul,TRUE,FALSE,FALSE,Wellington,14,15286
Pete,Collins,TRUE,TRUE,FALSE,Auckland,11,32256
Christopher,Piggin,TRUE,FALSE,FALSE,Auckland,6,62230
Melvyn,Currie,TRUE,FALSE,FALSE,Palmerston North,37,91840
Kiel,Fatupaito,TRUE,FALSE,FALSE,Auckland,24,71810
Louis,Davis,TRUE,FALSE,FALSE,Wellington,22,31978
Brendon,England,TRUE,FALSE,FALSE,Hamilton,29,57631
Cameron,Moir,TRUE,TRUE,FALSE,Timaru,36,71810
Claire,Pirini,TRUE,FALSE,FALSE,Auckland,18,36361
Daniel,Wilkinson,TRUE,FALSE,FALSE,Wellington,66,15534
Dave,Snowdon,TRUE,FALSE,FALSE,Auckland,62,5733
Debra,Escano,TRUE,FALSE,FALSE,Auckland,65,1654
James,Prentice,TRUE,FALSE,FALSE,Auckland,38,45446
Kimberley,Jaffray,TRUE,TRUE,FALSE,Auckland,12,4400
Paula,Champtaloup,TRUE,TRUE,FALSE,Taupo,65,43453
Rachel,Nijboer,TRUE,FALSE,FALSE,Hangatiki,53,28678
Lisa,Finucane,TRUE,TRUE,TRUE,Auckland,10,32901
Alexander,Best,TRUE,TRUE,FALSE,Sydney,65,53449
Anna,Geddes,TRUE,TRUE,FALSE,Wellington,31,83904
Christine,Dennerly-Minturn,TRUE,TRUE,FALSE,Auckland,14,57832
